,fastq1,fastq2,Sample,Rnase
0,/home/tayu/seqdata/tao/circRNA_seq/circapp/igm-storage.ucsd.edu/230517_A01535_0329_BH75WTDSX7/IGF2BP3_RIP_S4_L002_R1_001.fastq.gz,/home/tayu/seqdata/tao/circRNA_seq/circapp/igm-storage.ucsd.edu/230517_A01535_0329_BH75WTDSX7/IGF2BP3_RIP_S4_L002_R2_001.fastq.gz,IGF2BP3_RIP,True
1,/home/tayu/seqdata/tao/circRNA_seq/circapp/igm-storage.ucsd.edu/230517_A01535_0329_BH75WTDSX7/RIP_input_S3_L002_R1_001.fastq.gz,/home/tayu/seqdata/tao/circRNA_seq/circapp/igm-storage.ucsd.edu/230517_A01535_0329_BH75WTDSX7/RIP_input_S3_L002_R2_001.fastq.gz,RIP_input,True
